"STREAM_ID","n.trend","n.ltgme","n.gm","ANALYSE"
2745,1,0,0,"Y"
2746,0,0,0,"N"
2747,0,0,0,"N"
2752,0,0,0,"N"
2754,0,0,0,"N"
2755,0,0,0,"N"
2756,0,0,0,"N"
2757,0,0,0,"N"
2758,0,0,0,"N"
2759,0,0,0,"N"
2760,0,0,0,"N"
2762,0,0,0,"N"
2763,0,0,0,"N"
2764,0,0,0,"N"
2765,1,0,0,"Y"
2766,0,0,0,"N"
2767,1,0,0,"Y"
2769,1,0,0,"Y"
2798,0,0,0,"N"
2799,0,0,0,"N"
2800,0,0,0,"N"
2818,1,0,0,"Y"
2819,0,0,0,"N"
2826,0,0,0,"N"
2827,1,0,0,"Y"
2830,0,0,0,"N"
2831,0,0,0,"N"
2833,0,0,0,"N"
2834,0,0,0,"N"
2835,0,0,0,"N"
3403,2,0,0,"Y"
3416,0,0,0,"N"
3444,0,0,0,"N"
3455,1,0,0,"Y"
3492,0,0,0,"N"
3506,0,0,0,"N"
3507,0,0,0,"N"
3541,0,0,0,"N"
3542,1,0,0,"Y"
3545,0,0,0,"N"
3546,0,0,0,"N"
3547,0,0,0,"N"
3548,0,0,0,"N"
3549,1,0,0,"Y"
3550,0,0,0,"N"
3551,0,0,0,"N"
3552,0,0,0,"N"
3553,3,0,0,"Y"
3555,2,0,0,"Y"
3556,0,0,0,"N"
11485,0,0,0,"N"
11486,0,1,0,"Y"
11492,1,0,0,"Y"
11493,0,0,0,"N"
11494,0,0,0,"N"
11495,0,0,0,"N"
11496,1,0,0,"Y"
11497,1,0,0,"Y"
11498,0,0,0,"N"
11499,0,0,0,"N"
11500,0,0,0,"N"
11501,0,0,0,"N"
11502,0,0,0,"N"
11503,0,0,0,"N"
11504,0,0,0,"N"
11505,1,0,0,"Y"
11506,0,0,0,"N"
11507,0,0,0,"N"
11508,0,0,0,"N"
11509,0,0,0,"N"
11510,0,0,0,"N"
11511,0,0,0,"N"
11512,0,0,0,"N"
11513,0,0,0,"N"
11514,0,0,0,"N"
11515,0,0,0,"N"
11516,1,0,0,"Y"
11517,1,0,0,"Y"
11518,1,0,0,"Y"
11519,0,0,0,"N"
11520,0,0,0,"N"
11521,0,0,0,"N"
11522,0,0,0,"N"
11523,0,0,0,"N"
11524,0,0,0,"N"
11525,0,0,0,"N"
11526,1,0,0,"Y"
11527,0,0,0,"N"
11528,0,0,0,"N"
11529,0,0,0,"N"
11530,0,0,0,"N"
11531,1,0,0,"Y"
11532,0,0,0,"N"
11533,0,0,0,"N"
11534,0,0,0,"N"
11535,1,0,0,"Y"
11536,0,0,0,"N"
11537,0,0,0,"N"
11538,1,0,0,"Y"
11539,1,0,0,"Y"
11540,1,0,0,"Y"
11541,1,0,0,"Y"
11542,1,0,0,"Y"
11543,1,0,0,"Y"
11544,1,0,0,"Y"
11545,0,0,0,"N"
11546,0,0,0,"N"
11547,1,0,0,"Y"
11548,1,0,0,"Y"
11549,1,0,0,"Y"
11550,0,0,0,"N"
11551,0,0,0,"N"
11552,0,0,0,"N"
11553,1,0,0,"Y"
11554,1,0,0,"Y"
11555,1,0,0,"Y"
11556,1,0,0,"Y"
11557,0,0,0,"N"
11558,1,0,0,"Y"
11559,0,0,0,"N"
11560,1,0,0,"Y"
11561,0,0,0,"N"
11562,0,0,0,"N"
11563,0,0,0,"N"
11564,0,0,0,"N"
11565,0,0,0,"N"
11570,0,0,0,"N"
11571,0,0,0,"N"
11572,0,0,0,"N"
11573,0,0,0,"N"
11574,0,0,0,"N"
15948,1,0,0,"Y"
15949,1,0,0,"Y"
17212,0,0,0,"N"
17214,1,0,0,"Y"
17904,0,0,0,"N"
19719,0,0,0,"N"
19720,0,0,0,"N"
19722,0,0,0,"N"
19724,0,0,0,"N"
21574,0,0,0,"N"
23735,0,0,0,"N"
26767,0,0,0,"N"
26768,0,0,0,"N"
26769,0,0,0,"N"
26770,0,0,0,"N"
26771,0,0,0,"N"
26772,0,0,0,"N"
26774,0,0,0,"N"
26776,0,0,0,"N"
26777,0,0,0,"N"
26778,0,0,0,"N"
26805,0,0,0,"N"
26806,0,0,0,"N"
31897,0,0,0,"N"
33045,1,0,0,"Y"
54098,0,0,0,"N"
54099,0,0,0,"N"
54280,0,0,0,"N"
58217,0,0,0,"N"
501254,0,0,0,"N"
501255,0,0,0,"N"
1365386,1,0,0,"Y"
7990579,0,0,0,"N"
7990583,0,0,0,"N"
7990585,0,0,0,"N"
7990588,0,0,0,"N"
7990591,0,0,0,"N"
7990593,0,1,1,"Y"
7990596,0,0,0,"N"
7990598,3,4,3,"Y"
7990600,0,0,0,"N"
7990602,0,0,0,"N"
7990604,1,1,0,"Y"
7990607,0,0,0,"N"
7990609,0,0,0,"N"
7990611,0,3,1,"Y"
7990614,1,2,1,"Y"
7990617,0,0,0,"N"
7990619,0,0,0,"N"
7990621,0,0,0,"N"
7990623,0,0,0,"N"
7990627,0,0,0,"N"
7990630,0,0,0,"N"
7990632,0,0,0,"N"
7990634,0,0,0,"N"
7990639,0,0,0,"N"
7990641,0,0,0,"N"
719256264,1,0,0,"Y"
